PIDM,TERM_CODE,STUDENT_LEVEL,DEGREE_CODE_1,DEGREE_DESC_1,COLLEGE_CODE_1,COLLEGE_DESC_1,DEPT_CODE_1,DEPT_DESC_1,MAJOR_CODE_1,MAJOR_DESC_1,DEGREE_CODE_2,DEGREE_DESC_2,DEPT_CODE_2,DEPT_DESC_2,COLLEGE_CODE_2,COLLEGE_DESC_2,MAJOR_CODE_2,MAJOR_DESC_2
1020827,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,ENG,English,ENG,English,BS,Bachelor of Science,IDPH,School of Hospitality - IDP,SH,School of Hospitality,IDP,Individualized Degree Program
1021808,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BA,Bachelor of Arts,SOAN,Sociology and Anthropology,LA,College Letters Arts Sciences,SOC,Sociology
1022830,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,BS,Bachelor of Science,IDPA,Collg of Hlth & Applied Sc IDP,HS,College of Health and Applied Science,IDP,Individualized Degree Program
1023483,202250,GR,MS,Master of Science,HS,College of Health and Applied Science,NUT,Nutrition,NUTM,Human Nutrition & Dietetics-MS,BS,Bachelor of Science,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1023755,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWKO,Social Work
1024770,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1025184,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSC,Political Science,PSC,Political Science,CERT,Certificate Program,OWOW,One World One Water,AA,Academic Affairs,CWS,Certificate-Water Studies
1026772,202250,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1026955,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,CAMM,Certificate-AdvCompMatrls&Mfg
1027131,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1028381,202250,UG,BS,Bachelor of Science,SH,School of Hospitality,HTL,DimondDeptHotelMgmt,EVTM,Event & Meeting Management,CERT,Certificate Program,HTL,DimondDeptHotelMgmt,SH,School of Hospitality,CORA,Certificate-OutdoorRec&AdvTrsm
1029927,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CSC,Certificate-Space Commercltzn
1034829,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,BA,Bachelor of Arts,HIS,History,LA,College Letters Arts Sciences,HIS,History
1035048,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1036045,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,HS,College of Health and Applied Science,SWKO,Social Work
1036049,202250,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1036845,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CUAC,Certificate-Unmann Aircraft Sy
1038465,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1038665,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,ENG,English,ENGO,English,BA,Bachelor of Arts,ART,Art,LA,College Letters Arts Sciences,ARTH,"ArtHistory,Theory&Criticism"
1039438,202250,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,MGT,Management,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1039600,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,CHEM,Chemistry and Biochemistry,CHE,Chemistry,CERT,Certificate Program,CHEM,Chemistry and Biochemistry,LA,College Letters Arts Sciences,CQCH,Certificate-QualityCHEIndustry
1039749,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,BA,Bachelor of Arts,MDL,Modern Languages,LA,College Letters Arts Sciences,MDL,Modern Languages
1039864,202250,GR,MHA,Master of Health Admin,HS,College of Health and Applied Science,HEP,Health Professions,HCMM,Health Administration,BS,Bachelor of Science,HSC,Human Services and Counseling,HS,College of Health and Applied Science,FERA,Fire & Emergency Response Adm
1040276,202250,GR,MS,Master of Science,HS,College of Health and Applied Science,HSC,Human Services and Counseling,BHAM,Clinical Behavioral Health,BS,Bachelor of Science,IDPP,Collg of Professional Std IDP,PS,College of Health and Applied Science,IDP,Individualized Degree Program
1040567,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,HDV,Human Development,BS,Bachelor of Science,HEP,Health Professions,HS,College of Health and Applied Science,IHC,Integrative Health Care
1041510,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,CS,Computer Sciences,CS,Computer Science,BA,Bachelor of Arts,THAD,Theatre and Dance,LA,College Letters Arts Sciences,THE,Theatre
1041885,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,AFS,Africana Studies,AFS,Africana Studies,BA,Bachelor of Arts,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,HDFS,Human Dev. and Family Studies
1043217,202250,GR,MHA,Master of Health Admin,HS,College of Health and Applied Science,HEP,Health Professions,HCMM,Health Administration,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,HCPS,Health Care Professional Srvcs
1043845,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,HS,College of Health and Applied Science,SWK,Social Work
1043879,202250,UG,UNDD,Undeclared Degree,LA,College Letters Arts Sciences,UND,Undeclared,UND,Undeclared,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1047688,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,IDPL,College of LAS - IDP,IDP,Individualized Degree Program,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1048357,202250,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1048493,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,NUT,Nutrition,HND,Human Nutrition - Dietetics,BA,Bachelor of Arts,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1048549,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,AAM,Aviation & Aerospace Mgt,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1048938,202250,GR,MBA,Master of Business Admin,BU,College of Business,BUS,College of Business,BUSM,Business Administration,BS,Bachelor of Science,MGT,Management,BU,College of Business,MGT,Management
1049108,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1049562,202250,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1049683,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,HS,College of Health and Applied Science,SWK,Social Work
1049741,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSYC,Psychology
1049791,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1049843,202250,GR,MED,Master of Education,ED,School of Education,TED2,"Spec, ErlyChld, CultLingDiv Ed",EDCM,Curriculum and Instruction,BA,Bachelor of Arts,TED1,Elementary Education &Literacy,ED,School of Education,EDU,Elementary Education
1050802,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,AAM,Aviation & Aerospace Mgt,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1051117,202250,UG,BM,Bachelor of Music,LA,College Letters Arts Sciences,MUS,Music,MUS,Music,BME,Bachelor of Music Education,MUS,Music,LA,College Letters Arts Sciences,MED,Music Education
1051132,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,TED2,"Spec, ErlyChld, CultLingDiv Ed",ED,School of Education,CLDB,Certificate-BilingEdSpecScEduc
1051307,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1051885,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,BA,Bachelor of Arts,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1052312,202250,UG,BME,Bachelor of Music Education,LA,College Letters Arts Sciences,MUS,Music,MED,Music Education,BM,Bachelor of Music,MUS,Music,LA,College Letters Arts Sciences,MUS,Music
1053733,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,AAM,Aviation & Aerospace Mgt,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1054086,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,HSC,Human Services and Counseling,PS,College of Health and Applied Science,HSP,Human Services
1055233,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1055926,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,HS,College of Health and Applied Science,SWK,Social Work
1056216,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GSS,Geospatial Sciences,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
1056234,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1056400,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYO,Psychology,BA,Bachelor of Arts,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,HDFS,Human Dev. and Family Studies
1056410,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,CHEM,Chemistry and Biochemistry,CHE,Chemistry,BA,Bachelor of Arts,MDL,Modern Languages,LA,College Letters Arts Sciences,MDL,Modern Languages
1057121,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CUAC,Certificate-Unmann Aircraft Sy
1058278,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,IDPA,Collg of Hlth & Applied Sc IDP,IDP,Individualized Degree Program,CERT,Certificate Program,HSC,Human Services and Counseling,HS,College of Health and Applied Science,CNPS,Certificate-Nonprofit Studies
1059852,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059895,202250,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1060243,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1060788,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1061803,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSC,Political Science,PSC,Political Science,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1061860,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,EAET,Engineering & Engineering Tech,HS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1062097,202250,GR,MSW,Master of Social Work,HS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWKO,Social Work
1062214,202250,UG,BS,Bachelor of Science,HS,College of Health and Applied Science,IDPA,Collg of Hlth & Applied Sc IDP,IDP,Individualized Degree Program,CERT,Certificate Program,AVS,Aviation & Aerospace Science,HS,College of Health and Applied Science,CSC,Certificate-Space Commercltzn
1062417,202250,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,CHEM,Chemistry and Biochemistry,BCHM,Biochemistry,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1063044,202250,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1063784,202250,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,SOAN,Sociology and Anthropology,SOC,Sociology,CERT,Certificate Program,HTL,DimondDeptHotelMgmt,SH,School of Hospitality,CSCT,Certificate-SociologyofTourism
1064033,202250,UG,BS,Bachelor of Science,BU,College of Business,ACC,Accounting,ACC,Accounting,MPACC,Master of Prof Accountancy,ACC,Accounting,BU,College of Business,ACCM,Professional Accountancy
1064933,202250,UG,BA,Bachelor of Arts,ED,School of Education,TED1,Elementary Education &Literacy,EDU,Elementary Education,BS,Bachelor of Science,HEP,Health Professions,HS,College of Health and Applied Science,HCM,Health Care Management
1065623,202250,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
